,service_id,store_id,category,merchant_name,merchant_address,store_name,store_address,longitude,latitude,specific
2698,1391572509219260078,1780092698983904944,Coffee chains and Milk tea,Hộ Kinh Doanh Cà Phê E.F.F.O.C Phan Văn Trị,"661 Phan Văn Trị, Phường 7, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",Effoc Coffee Phan Văn Trị,"661 Phan Văn Trị, Phường 7, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",106.34143,10.358727,Cafe
2700,4553741234082020782,3874155429390747945,Mass Merchant,ASINT  COFFEE,"48 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",asintcoffee1,MOMOJTLR20180825,,,Mass Merchant
2702,1790288908874625201,5429024391385210999,Coffee chains and Milk tea,Công ty Cổ phần thương mại dịch vụ TACO Việt Nam,"105, số 622 Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM",Tocotoco - 114 Cầu Gỗ,"114 Cầu Gỗ, Phường Hàng Đào, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",107.3736679,10.4686612,Cafe
2718,9173343782673973426,1590626869450955150,Mass Merchant,CÔNG TY TNHH BEFUL,"Phòng 401, 142 Võ Văn Tần, Phường 6, Quận 3, TPHCM",OBAGI VIỆT NAM,"142 Võ Văn Tần, Phường 6, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.64038290000002,10.7921355,Mass Merchant
2720,9101699446477793458,7939530969949249179,Mass Merchant,Bún Chả Bình Chung,"88 lê văn hưu, Phường Ngô Thì Nhậm, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM",Bún Chả Bình Chung,"88 lê văn hưu, Phường Ngô Thì Nhậm, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM",,,Mass Merchant
2722,5251647995811785396,8851448295329400252,Mass Merchant,CHÁO ẾCH SENTOSA,"177 Tô Hiến Thành, Phường 13, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",SENTOSA TÔ HIẾN THÀNH,"177 Tô Hiến Thành, Phường 13, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6792473,10.7691226,Mass Merchant
2726,2934243555093972662,130291123518762999,Mass Merchant,Gà Mạnh Hoạch,Số 66 Ngõ 34 Phương Mai Phương Liên Đống Đa Hà Nội,Gà Mạnh Hoạch,"Lô 211 tổ 4 là khê La Khê, Phường La Khê, Quận Hà Đông, Hà Nội, VIỆT NAM",105.83575,21.0127553,Mass Merchant
2728,599225798146342838,1827038211440911099,Restaurant,DON CHICKEN Hồ Tùng Mậu,"25  Hồ Tùng Mậu, Phường Bến Thành, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",docnhtm,MOMOD02X20180809,105.8321083,21.0113889,chicken
2730,7683040491188562102,5005839401317858900,Mass Merchant,Trà sữa -18oC,"74 Võ Văn Tần, Phường 6, Quận 3, HCM",Trà sữa -18độ C,"74 Võ Văn Tần, Phường 6, Quận 3, TP Hồ Chí Minh",106.713416,10.810851,Mass Merchant
2732,6839705713825000886,6273814420398392955,Mass Merchant,NẮNG COFFEE & ACOUSTIC,"lầu 4 - 326 Lê Văn Lương, Phường Tân Hưng, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",nangcoffee326,MOMOPLWW20181115,106.6999369,10.7637443,Mass Merchant
2733,1020517967048203191,1048393854589399088,Mass Merchant,KUP COFFEE,"495/8C Tô Hiến Thành, Phường 14, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",kupcoffee123,MOMOSMEC20180629,106.7223812,10.800451400000002,Mass Merchant
2735,5190410911577532601,5067078885761393979,Mass Merchant,Hoa Chanh Coffee,"69/10 Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",hoachanh123,MOMOXACD20181128,106.65246100000002,10.800632,Mass Merchant
2737,2170835392571376570,8530488857779728265,Mass Merchant,MR GOOD TEA,"CT1A-DN2 Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội, VIỆT NAM",mrgoodteahn1,MOMOXPBF20181019,,,Mass Merchant
2739,5654538597012118714,9180470094049301913,Coffee chains and Milk tea,Công Ty TNHH BoBapop,"115 Cao Thắng, Phường 11, Quận  10, TP.HCM",Bobapop 485 Sư Vạn Hạnh,"485 Sư Vạn Hạnh, P12, Quận 10, TP.HCM",106.661698,10.771896,Cafe
2787,580914346439077050,1798453740698427310,Restaurant,CALI MEGA MALL,"Tầng L4  Vincom Mega Mall Thảo Điền, Phường Thảo Điền, Quận 2, Thành Phố Hồ Chí Minh, VIỆT NAM",calimegamall,MOMOR8QR20180523,105.80226100000002,21.009283,vietnamese
2819,9053682795303467962,3380991968047977232,Mass Merchant,TRÁI CÂY TÔ HẺM 177,"Hẻm 177 Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",traicaytohem177,MOMONDV920180806,105.835806,21.009621,Mass Merchant
2821,3355964660155875259,653968084767051958,Mass Merchant,Trà sữa IMUZU,"420 Nguyễn Thị Minh Khai, Phường 5, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",tsimuzu123,MOMO0EFQ20180723,107.0838301,,Mass Merchant
2823,6024668875568663740,8218665413519861988,Mass Merchant,FURIN,"45 Huỳnh Khương Ninh, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",FURIN - Bánh Sầu Riêng,"45 Huỳnh Khương Ninh, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",106.766861,10.849795,Mass Merchant
2825,3418985492847960764,1755111973210960409,Mass Merchant,SÚP CUA ĐẠT BÉO,"99 ĐƯỜNG 14 A, Phường Tân Thuận Tây, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",supcuadatbeo123,MOMOZ3VP20181123,106.6427991,,Mass Merchant
2826,8034014249331272637,4205109577833068817,Mass Merchant,NƯỚC ÉP SINH TỐ D.A.T,"291/20 VÕ VĂN TẦN, Phường 5, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",NƯỚC ÉP SINH TỐ D.A.T1,"291/20 VÕ VĂN TẦN, Phường 5, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",105.825596,21.0208687,Mass Merchant
2828,4637408188978709949,2822994481245230681,Mass Merchant,Mr Sạch Coffee 1,"18  Võ Văn Dũng, Phường Phương Liên, Quận Đống Đa, Hà Nội, VIỆT NAM",mrsachcoffee1,MOMO8BYU20180725,105.827851,21.015719,Mass Merchant
2830,5440290204664021438,5075935315134124620,Mass Merchant,CÔNG TY TNHH LÊ NGUYỄN TUYẾT ANH,"714 SƯ VẠN HẠNH, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",ELLA'S STORES,"714 SƯ VẠN HẠNH, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",,,Mass Merchant
2832,5439851833261958847,7877277003042878204,Mass Merchant,Công ty TNHH Trà Đen Việt Nam,"322 Bà Hạt, Phường 9, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",THE BLACK TEA - Đinh Tiên Hoàng," 141 Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",105.8316161,21.0045077,Mass Merchant
2838,6731818028068710847,3512825448150853021,Mass Merchant,GÀ LẮC,"Ngã Ba Nam Đồng Phố Nam Đồng, Phường Phương Liên, Quận Đống Đa, Hà Nội, VIỆT NAM",galac1542,MOMOOJR120180721,105.898989,21.02725,Mass Merchant
2839,6833267496949447871,1367689737787018223,Restaurant,CHI NHÁNH CÔNG TY LIÊN DOANH TNHH KFC VIỆT NAM TẠI TP. HỒ CHÍ MINH,"Số 1 Bạch Đằng, Phường 02, Quận Tân Bình, Tp.HCM",KFC Parkson C.T Plaza,"60A Trường Sơn, Phường 2, Quận Tân Bình, Tp.Hồ Chí Minh",,,chicken
2880,7129617946508210624,750865538925389596,Coffee chains and Milk tea,Sharetea Nguyễn Hữu Huân,"32 - 34 Nguyễn Hữu Huân, Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",shareteanhh,MOMOEQYN20180620,106.699306,10.7838415,Cafe
2882,2525273299922420160,2269012240827527388,Mass Merchant,Tào Phớ Lụa,"12c Trịnh Hoài Đức, Phường Cát Linh, Quận Đống Đa, Hà Nội, VIỆT NAM",pholua1111,MOMO7MMA20181205,,,Mass Merchant
2884,5453033308428757696,6876238403132185378,Mass Merchant,BTDT COFFEE,"215 hoàng sa, Phường Tân Định, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",BIDI COFFEE,"215 hoàng sa, Phường Tân Định, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",106.70278,10.788165,Mass Merchant
2886,2593304534688212929,6663552477277073575,Mass Merchant,QUÁN NGON TRẢNG BÀNG,"68-68A Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",QUÁN NGON TRẢNG BÀNG,"68-68A Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",105.7845395,20.9792631,Mass Merchant
2888,6261126187140873153,8002274215451572339,Mass Merchant,Chi Nhánh - Công ty TNHH Brandlink VietNam,"85 Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",T'AROMA COFFEE - NVT,"85 Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",105.846569,21.013389,Mass Merchant
2890,4538707585231109058,1250538052624208184,Mass Merchant,QUÁN ĂN PHÚ GIA,"385/12 Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",quananphugia2,MOMOBODV20181102,,,Mass Merchant
2892,67430505974266306,5503051050295975979,Mass Merchant,Steven café,"1 đường số 10, Phường Tân Kiểng, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",stevencafe1,MOMOOB3Q20181126,106.7370277,10.7138524,Mass Merchant
2894,1647697340456016579,8565192753522876414,Mass Merchant,Nhà Hàng Cao Phong,"Số 9 Ngõ 82  Phạm Ngọc Thạch, Phường Phương Liên, Quận Đống Đa, Hà Nội, VIỆT NAM",nhahangcaphong1,MOMOIHKQ20180727,106.652417,10.729855,Mass Merchant
2896,3455136982206448324,895111626878533714,Mass Merchant,SÀI GÒN specialty COFFEE,"38E Trần Cao Vân, Phường 6, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",saigoncoffee123,MOMOAZMM20180926,,,Mass Merchant
2898,6595253069973178052,1768612480206676540,Mass Merchant,BUSAN KOREAN FOOD 2,"5 Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM",busankoreafood2,MOMOB2FQ20181203,,,Mass Merchant
2900,1103557715161564100,1847723277533038544,Mass Merchant,IHOUSE COFFEE,"I4B - I4C Hương Giang, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Ihouse Coffee,"i4b-i4c Hương Giang, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6859416,10.7712153,Mass Merchant
2902,7651124199321619396,8525186485494568911,Mass Merchant,BÚN BÒ HUẾ TRƯƠNG ĐỊNH,"9G K5, Phường Tân Thuận Tây, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",bunbohuetruongdinh1,MOMOVTKK20181115,106.6531528,10.7489275,Mass Merchant
2904,6002488523543808197,7253655729657643429,Mass Merchant,CƠM CHAY MANI,"291/2 Võ Văn Tần, Phường 5, Quận 3, HCM",comchaymani123,MOMOKK2U20180410,,,Mass Merchant
2906,878202715708616901,4648193317422560953,Mass Merchant,KHUYẾN MÃI THANH LÝ,"A3 Chung cư Petroland, Phường Bình Trưng Đông, Quận 2, Thành Phố Hồ Chí Minh, VIỆT NAM",KHUYẾN MÃI THANH LÝ,"A3 Chung cư Petroland, Phường Bình Trưng Đông, Quận 2, Thành Phố Hồ Chí Minh, VIỆT NAM",105.81612040000002,21.0003996,Mass Merchant
2908,7721286411959026887,1734820374669623552,Mass Merchant,Bánh mỳ doner Tràng An ( Tam giác) 1,"65  Đường Thành, Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",banhmydoner651,MOMOOJTP20180915,105.8227346,21.0066161,Mass Merchant
2909,5010456923524073415,4486307252939492923,Mass Merchant,Laha Coffee Trần Cao Vân,"11b Trần Cao Vân, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",lahacoffeetcv123,MOMOX0XC20181101,106.684191,10.800549,Mass Merchant
2911,5420004629678826695,6794741281330571602,Mass Merchant,Lylagua Coffee,"440 Tây Sơn, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội, VIỆT NAM",lylaguacoffee1,MOMOJH7420181113,,,Mass Merchant
2913,8852348163950164423,4970656441220694201,Mass Merchant,Wings-Tea.,"2 Mai Thị Lựu, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",wingstea123,MOMOH0G120181101,105.82362,21.015195,Mass Merchant
2914,7602277713859172296,4139580851295961937,Fast food,CÔNG TY CỔ PHẦN KEM AN MINH,"77 Trần Nhân Tông, Phường 9, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",Swensen's Vincom Metropolis,"Tầng 3, Vincom Metropolis 29 Liễu Giai, Phường Ngọc Hà, Quận Ba Đình, Hà Nội, VIỆT NAM",105.806656,21.033196,Fast food
2934,7081390214729399753,1667757213738322599,Mass Merchant,Lẩu Song Việt,"47 Nguyễn Ngọc Vũ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội, VIỆT NAM",lausongviet2,MOMO18DY20180820,,,Mass Merchant
2935,4120325102144902345,6317174302579009045,Mass Merchant,Chè Bưởi Vĩnh Long ,"220 Tô Hiến Thành, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Chè Bưởi Vĩnh Long 4,"220 Tô Hiến Thành, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.7581154,10.822475099999998,Mass Merchant
2937,1639407304044097994,2978960933645842186,Mass Merchant,Gà Rán Ngưu Ma Vương 0,"71  Hồ Đắc Di, Phường Nam Đồng, Quận Đống Đa, Hà Nội, VIỆT NAM",garanvuong1,MOMODFFJ20181012,106.6854271,10.770763,Mass Merchant
2939,4399025521839945418,6479312625237882057,Mass Merchant,Qùa Hà Nội Quán,"21/1 Võ Văn Tần, Phường 6, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",quahanoiquan1,MOMOBCSK20181122,105.847492,21.021818,Mass Merchant
2941,8543645865199399626,2268965898810900647,Mass Merchant,QTV CENTER,"788 Sư Vạn Hạnh, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",QTV CENTER1,"788 Sư Vạn Hạnh, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",105.852185,21.0372689,Mass Merchant
2943,6243076211879184331,1501507061910892280,Mass Merchant,MR GOOD TEA,"107A9 Mai Động, Phường Mai Động, Quận Hoàng Mai, Hà Nội, VIỆT NAM",MR GOOD TEA,"107A9 Mai Động, Phường Mai Động, Quận Hoàng Mai, Hà Nội, VIỆT NAM",105.8340038,21.0142161,Mass Merchant
2945,1609066667512926923,505107459907418035,Mass Merchant,Nước ép trái cây Hương Juice,"Số 12 Hàng Lược, Phường Hàng Mã, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",nuocephuong1,MOMOEVE020181015,,,Mass Merchant
2946,5007113432488259275,4191954238028844940,Mass Merchant,CÔNG TY TNHH POTATO THUỶ TIÊN,"78 - 80 Đồng Đen, Phường 14, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM",POTATO CORNER,"Tầng 3, SC Vivo City, 1058 Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",106.7171047,10.7965515,Mass Merchant
2948,7972638678599937484,1092889215907603450,Fast food,CÔNG TY TNHH DỊCH VỤ THỰC PHẨM VÀ GIẢI KHÁT CÁNH DIỀU XANH,"Tầng 5, Tòa nhà Sài Gòn Royal, số 91 Pasteur, Phường Bến Nghé, Quận 1, TP.HCM",BurgerKing Phạm Ngũ Lão,"275 – 279 Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6263642,10.749739,Fast food
2963,4853229276890186446,222391254639151689,Mass Merchant,Chi Nhánh Công Ty TNHH sản xuất thương mai cơ khí Trường Sơn,"15 Võ Văn Tần, Phường 6, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",FUGASHIN COFFEE,"15  Võ Văn Tần, Phường 6, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",105.850935,21.015632,Mass Merchant
2965,7928728133347645647,137626713558787976,Mass Merchant,Bún Bò Huế,"141 Lê Văn Hiến, PHƯỜNG CỔ NHUẾ 1, QUẬN BẮC TỪ LIÊM, Hà Nội, VIỆT NAM",bunbohue1111,MOMOIDVV20180927,105.8047385,21.0096154,Mass Merchant
2967,3891264094863370703,1984484776528370350,Mass Merchant,CỘT ĐIỆN QUÁN,"71 Đặng Văn Ngữ, Phường Trung Tự, Quận Đống Đa, Hà Nội, VIỆT NAM",CỘT ĐIỆN QUÁN,"71 Đặng Văn Ngữ, Phường Trung Tự, Quận Đống Đa, Hà Nội, VIỆT NAM",106.6779978,10.769123,Mass Merchant
2973,4942566902080692175,6608372960513686123,Mass Merchant,PET'S HOME RBB,"77 Rạch Bùng Binh, Phường 9, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",petshomerbb,MOMO34AC20181021,106.6793908,10.768660699999998,Mass Merchant
2979,2836984108500781008,6239691931360727075,Mass Merchant,Công ty TNHH Phát triển thương mại Phúc Linh,54A Ngõ 143 - Phố chợ Khâm Thiên - P. Trung Phụng - Đống Đa - Hà Nội - VIỆT NAM,Hoa quả Phúc Linh,"Số 5 Ngõ 151A Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",106.7105974,10.7393835,Mass Merchant
2981,1238760765024775632,2844794757271658117,Fast food,Gà nướng Ò Ó O  87-89 Đường D5,"Tầng 1, 87 - 89 Đường D5, Phường 25, quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM",ofooddd5,MOMOJN7H20180609,105.832318,21.004673,Fast food
3005,2178797276674805200,8936681779597401066,Mass Merchant,ĐIỂM HẸN COFFEE,"268 Tô Hiến Thành, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",diemhencoffee1,MOMOIJUS20181031,106.6626656,10.7625954,Mass Merchant
3007,3415683252579490000,4237724884545742245,Mass Merchant,CÔNG TY CỔ PHẦN DỊCH VỤ GIẢI TRÍ CẦU VỒNG,"5/20 Khiếu Năng Tĩnh, Phường An Lạc A, Quận Bình Tân, Thành Phố Hồ Chí Minh, VIỆT NAM",RAINBOW YOGURT QUẬN BÌNH THẠNH,"93 Lê Quang Định, Phường 14, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM",105.80226100000002,21.009283,Mass Merchant
3009,9091730908646524368,4189919420876193084,Fast food,Công ty Cổ phần thương mại QSR Việt Nam,"77 Trần Nhân Tôn, Phường 09, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Vạn Hạnh Mall,"11 Sư Vạn Hạnh, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",105.8438155,20.9820527,Fast food
3052,9202280647071274705,1484336866940386987,Mass Merchant,Sexy Forever 42 Nguyễn Huệ,"Lầu 8 chung cư 42 Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",sexyforever42,MOMONVSV20190107,106.631045,10.7474399,Mass Merchant
3062,5478110711664307154,5418730331986966439,Coffee chains and Milk tea,Taster's Choice 75 Lý Thường Kiệt ,"75 Lý Thường Kiệt, Hà Nội",tasterschoiceltk,MOMOS2QT20180425,106.664376,10.777515,Cafe
3066,306446194545434834,327502943142694472,Mass Merchant,The Alley 533 Nguyễn Tri Phương quận 10,"533 Nguyễn Tri Phương, Phường 8, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",thealleycoffee1,MOMOXHG520181027,106.713543,10.739495,Mass Merchant
3068,3856987200481659347,5344902699306350073,Mass Merchant,3T COFFEE,"355 Hoàng Sa, Phường Tân Định, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",3T COFFEE QUẬN 1,"355 Hoàng Sa, Phường Tân Định, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",,,Mass Merchant
3070,7075491327535556308,8380221866582883592,Mass Merchant,CÔNG TY CỔ PHẦN DU LỊCH VÉ MÁY BAY BÌNH MINH,"226/3  Minh Phụng, Phường 6, Quận 6, Thành Phố Hồ Chí Minh, VIỆT NAM",BM' MART 614 TRẦN HƯNG ĐẠO QUẬN 5,"614 Trần Hưng Đạo, Phường 2, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6570543,10.7692574,Mass Merchant
3080,4577125193696403924,8960373318212660588,Mass Merchant,Sailing Coffee,"23 Ngõ 82 Chùa Láng, Láng Thượng, Đống Đa, Hà Nội, Việt Nam",urbanstation2,MOMOUANI20181228,106.680576,10.798909,Mass Merchant
3084,5038222557218054869,6281351022340138026,Mass Merchant,HỘ KINH DOANH KFIN,"23 Đường số 3J, Phường Tân Thuận Tây, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",KFIN Coffee,"23 3J, Phường Tân Thuận Tây, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",105.8900344,21.0540208,Mass Merchant
3086,7272637017843485142,4346155640181372866,Mass Merchant,Công ty Cổ Phần V-Food Việt Nam,"Số 20, Ngõ 145 Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội, VIỆT NAM",Luôn Tươi Sạch Hàng Muối,"22 Hàng Muối, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",106.6817162,10.8134704,Mass Merchant
3100,3933576440147437783,5538369302982660063,Coffee chains and Milk tea,Sharetea Vinhomes Central Park,"Vinhomes Central Park 208 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM",shareteavinhomes,MOMOF4GB20180620,106.67838799999998,10.783194,Cafe
3102,3560337350471154903,5761186158198485903,Shopping,Vera	 V81,"90 Lê Duẫn, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng, VIỆT NAM",V81,MOMOU5P020181218,105.831964,21.006304,Shopping
3132,1396035296797382871,2975663460189775152,Mass Merchant,Cơm Thu,"3 ngõ 121 Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội, VIỆT NAM",Cơm Thu,"3 ngõ 121 Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội, VIỆT NAM",105.8496643,21.013500600000004,Mass Merchant
3134,7211472945118255576,3055422383996739608,Coffee chains and Milk tea,Công Ty TNHH TM- DV Trà Hoàng Gia,"Số 54 Ngõ 120 đường Trường Chinh, Phường Phương Mai, Quận Đống Đa, Tp. Hà Nội",Royal Tea 190 Hòa Bình,"190 Hòa Bình, Phường Tân Thới Hòa, Quận Tân Phú, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6686047,10.7815364,Cafe
3148,2280554361720567768,3522035360622516725,Mass Merchant,Milano 7A/50 Thành Thái,"7A/50 Thành Thái, Phường 14, Quận 10, HCM",MILANO 7A/50 Thành Thái,"7A/50 Thành Thái, Phường 14, Quận 10, HCM",106.705594,10.781413,Mass Merchant
3150,1564697347935602136,5637315259252860063,Mass Merchant,CÔNG TY TNHH BOO GROUP,"72 Nguyễn Khoái, Phường 2, Quận 4, Thành Phố Hồ Chí Minh, VIỆT NAM",BOO COFFEE LẦU 9 - 42 NGUYỄN HUỆ Q1,"Lầu 9 - 42 Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6991645,10.7881933,Mass Merchant
3154,2462637464558474200,4944383101765661928,Coffee chains and Milk tea,CÔNG TY CỔ PHẦN KATINAT KAFE,"91 Đồng Khởi, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",KATINAT KAFE Nguyễn Bỉnh Khiêm,"25L Nguyễn Bỉnh Khiêm, P Bến Nghé, Q 1",,,Cafe
3164,7165089198541247961,6392122166769784918,Coffee chains and Milk tea,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HEEKCAA VIỆT NAM,"4D Nguyễn Kiệm, Phường 3, Quận Gò Vấp, TP.HCM",Heekcaa Saigon - Cửa hàng Phạm Hùng,"179A Phạm Hùng, Phường 4, Quận 8, Thành Phố Hồ Chí Minh, VIỆT NAM",,,Cafe
3181,6495456468943643353,4750459497536299307,Mass Merchant,CHÈ KHÚC BẠCH ĐỖ NGỌC ,"245/23 NGUYỄN TRÃI, Phường Nguyễn Cư Trinh, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",chekhucbachdongoc1,MOMOHLHF20180820,106.680083,10.7830456,Mass Merchant
3185,8214464423675061465,4627920326532688824,Mass Merchant,She Coffee,"9 Ngõ Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",shecoffee1,MOMOEEEV20181122,,,Mass Merchant
3187,6072375905080339929,24881436430224997,Coffee chains and Milk tea,Công ty TNHH Cà phê Effoc,"649/63 Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM",Effoc Coffee Nguyễn Văn Tráng,"29 Nguyễn Văn Tráng, Phường Phạm Ngũ Lão, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6702696,10.7662152,Cafe
3193,7517245497760836826,1366324859397704033,Coffee chains and Milk tea,Chi nhánh Hải Phòng - Công ty Cổ phần Sáng tạo Ý tưởng Kinh doanh,"Số 21A  Trần Hưng Đạo, Phường Hoàng Văn Thụ, Quận Hồng Bàng, Hải Phòng, VIỆT NAM",Gong Cha Hải Phòng,"Số 21A Trần Hưng Đạo, Phường Hoàng Văn Thụ, Quận Hồng Bàng, Hải Phòng, VIỆT NAM",106.6882301,10.7554077,Cafe
3195,6286581601237044954,8615897371313594094,Mass Merchant,BÁNH CANH CUA NGỌC TRINH,"865 Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",BÁNH CANH CUA NGỌC TRINH 1,"865 Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",,,Mass Merchant
3197,4612140123734925274,6176580935961001587,Coffee chains and Milk tea,Công ty TNHH TM DỊCH VỤ KINH DOANH TRUNG TUYẾN,"867A  Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Thành Phố Hồ Chí Minh, VIỆT NAM",Effoc Coffee Nguyễn Văn Quá,"96/3 Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6864738,10.7976007,Cafe
3201,5194616817579721435,4454394252107849842,Mass Merchant,Chè Sầu Liên 233A Minh Khai,"233a Minh Khai, Hai Bà Trưng, Hà Nội, Việt Nam",chesaumk1,MOMOSQRE20181031,,,Mass Merchant
