,service_id,store_id,category,merchant_name,merchant_address,store_name,store_address,longitude,latitude,specific
519,248251419196055076,4214965033912391194,Mass Merchant,MÌ QUẢNG ẤM CHÈ XANH.,"18 Đường số 11N- Khu cư xá Ngân Hàng, Phường Tân Thuận Tây, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",miquangamchexanh1,MOMOBIAD20181227,,,Mass Merchant
521,3423255638505231397,2464204299783294444,Mass Merchant,Milano Ngõ,"75/1 Mai Thị Lựu, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",milanongo,MOMOVQYE20180614,106.6980686,10.8156787,Mass Merchant
523,2769325030748005157,4574155073240421414,Mass Merchant,Giày BQ 246 Ông Ích Khiêm,246 Ông Ích Khiêm - P.Tân Chính - Q.Thanh Khê - Đà Nẵng,shopgiaybq246,MOMODM4F20180405,,,Mass Merchant
527,3205701174830506022,5913411194069361706,Mass Merchant,HƯƠNG TRÀ - Q10,"131 3/2, Phường 11, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",huongtra123,MOMOYNFA20181006,,,Mass Merchant
529,7299330263891848742,3996481822562733528,Restaurant,CÔNG TY TNHH H4L,"32 Nguyễn Trãi, Phường Bến Thành, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",PHỞ HOTPOT PHẠM HÙNG,"318D Phạm Hùng, Phường 5, Quận 8, Thành Phố Hồ Chí Minh, VIỆT NAM",,,hotpot
535,1962645878451483174,5526791816214393840,Mass Merchant,BÚN CHẢ VÀ BÁNH TÔM ,"20  Trần Cao Vân , Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",hokinhdoanhhotay123,MOMOR7BS20180719,,,Mass Merchant
537,2899266241547759654,5659862762049578976,Mass Merchant,Odin Coffee 2,"24 Cửa Bắc, Phường Quán Thánh, Quận Ba Đình, Hà Nội, VIỆT NAM",odincoffee2,MOMOQ0SI20181123,106.663375,,Mass Merchant
539,4610209840050917926,1715362287618231707,Mass Merchant,ĐÔI MÓNG GIÒ,"Số 77 - 79 Chùa Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",ĐÔI MÓNG GIÒ,"77-79  Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",105.807922,21.069084600000004,Mass Merchant
541,1188886319037313063,3398768035189414000,Mass Merchant,Công ty TNHH NHà Hàng Vela,"35 Hàng Vôi, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",Lẩu Nướng Vela 2,"112E3 Lê Thanh Nghị, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM",106.7114575,10.7598509,Mass Merchant
545,4522620599497170471,4741040088808232299,Restaurant,Công ty Cổ phần Thương mại dịch vụ Cổng Vàng ,"Số 60 Giang Văn Minh, Phường Đội Cấn, Quận Ba Đình, Hà Nội, VIỆT NAM",Gogi House Cao Thắng,"19 Cao Thắng, Phường 2, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6692348,10.778045,bbq
630,7640837096380101159,5082679651879963718,Mass Merchant,Daiso Vincom Xuân Khánh,"Daiso Vincom Xuân Khánh, 209 Đường 30 Tháng 4, Cần Thơ",daisovincom,MOMOFWDN20180410,,,Mass Merchant
638,6590908705817898024,3930026831246987654,Mass Merchant,MOTO CAFE,"19 Khánh Hội, Phường 3, Quận 4, Thành Phố Hồ Chí Minh, VIỆT NAM",25Bis Nguyễn Thị Minh Khai MOTOCAFE,"25 BIS NGUYỄN THỊ MINH KHAI , Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",,,Mass Merchant
654,1251655062647410473,8715421901972788828,Mass Merchant,thealleyhaibatrung1,"407 Hai Bà Trưng, Phường 8, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",thealleyhaibatrung1,MOMONTOW20181113,105.8677319,21.0102651,Mass Merchant
656,2634694001534768682,4044258285986783917,Coffee chains and Milk tea,Gong Cha Vũng Tàu,"117 Hoàng Hoa Thám, Phường Thắng Tam, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu, VIỆT NAM",2232,MOMOPTB320181030,106.6643993,10.7747659,Cafe
658,9090494937141424170,5957003432431032285,Mass Merchant,Phở Gà Ta-Bún Dọc Mùng,"102B Đông Tác, Phường Kim Liên, Quận Đống Đa, Hà Nội, VIỆT NAM",phogata11,MOMODSPY20180921,106.6588585,10.7961696,Mass Merchant
660,3217347275587941674,6548674047258545575,Mass Merchant,Trà chanh Cafe Minh Thúy,"9 Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",Trà chanh Cafe Minh Thúy,"9 Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",106.709971,10.742805,Mass Merchant
662,3661299848013983274,8402343940404043875,Mass Merchant,VŨ VĂN THẮNG,"379 Phạm Văn Đồng, Phường 11, Quận Bình Thạnh, TP Hồ Chí Minh",Laha Coffee Phạm Văn Đồng Bình Thạnh,"379 Phạm Văn Đồng, Phường 11, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM",105.85672350000002,21.0177206,Mass Merchant
666,7241075282237721387,2518155672334506507,CVS,Circle K HCM,"28/8 Bùi Viện, phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",Circle K 76 Vườn Lan,"76 Vườn Lan, Phường 10, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM",,,CVS
794,8066122325579095851,4905344551601099343,Mass Merchant,NHÀ HÀNG LONG BÉO,"39 KDC Star Hill, Phường Tân Phú, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",nhahanglongbeo123,MOMOWA7H20181116,,,Mass Merchant
796,5986993037282341163,6685682437759240431,Mass Merchant,FANCHA,"Số 51B Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội, VIỆT NAM",trasuafancha1,MOMOPPD220181009,105.823434,21.0285882,Mass Merchant
797,716877020031775787,1298220214139535112,Mass Merchant,Thìn Béo Quán,"30 ngõ 107 Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",Thìn Béo Quán,"59 Đại Cồ Việt, Lê Đại Hành, Hai Bà Trưng, Hà Nội, Việt Nam",,,Mass Merchant
799,5994303900897369131,5939800793044288430,Mass Merchant,LEE KIM CHI COFFEE,"148/23 Lý Chính Thắng, Phường 7, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",leekimchicoffee1,MOMOL5XD20181126,106.669361,10.764018,Mass Merchant
801,1718055554810408236,5983941504145017871,Coffee chains and Milk tea,HỘ KINH DOANH MÙI ĐẤT,"95  Dân Chủ, Khu phố 2, Phường Bình Thọ, Quận Thủ Đức, Thành Phố Hồ Chí Minh, VIỆT NAM",Toco Toco Dân Chủ - Thủ Đức,"95 Dân Chủ, Khu phố 2, Phường Bình Thọ, Quận Thủ Đức, Thành Phố Hồ Chí Minh, VIỆT NAM",106.680572,10.8373313,Cafe
803,3556711155825289772,4117189888530373400,Mass Merchant,Men's Health,"7B/31 Thành Thái, Phường 14, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",menhealth123,MOMOUFVL20181028,106.6847813,10.773125300000002,Mass Merchant
805,6898512775031293997,4649390833257760240,Mass Merchant,Coffee Ann,"10C2 Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",coffeeannq12,MOMOGHYR20181002,105.8498892,21.0165789,Mass Merchant
807,2052689421326173229,675164573133755360,Mass Merchant,Coffee- cơm vp,"Số 2B-Lê Phụng Hiểu, Hoàn Kiếm, Hà Nội",coffee- cơm vp,"2B Lê Phụng Hiểu, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",106.620684,10.792371,Mass Merchant
809,753846046626302766,711837094584098446,Mass Merchant,TRÀ CÀ PHÊ THE MYRA,"260 Trần Hưng Đạo, Phường 11, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",THE MYRA-Coffee & Tea,"260 Trần Hưng Đạo, Phường 11, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",106.698239,10.815489,Mass Merchant
811,3411078897447237934,560370752825895211,Mass Merchant,HỘ KINH DOANH CỬA HÀNG TRÀ SỮA FOGO VIỆT NAM,"51A Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội, VIỆT NAM",FOGO,"51A Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội, VIỆT NAM",105.818512,21.003619,Mass Merchant
813,4761131599689251118,5408890286609245867,Mass Merchant,HỘ KINH DOANH BA LÁ TRÀ,"74 Nguyễn Cơ Thạch, Phường An Lợi Đông, Quận 2, Thành Phố Hồ Chí Minh, VIỆT NAM",BA LÁ TRÀ 515A NGUYỄN TRI PHƯƠNG,"515A Nguyễn Tri Phương, Phường 8, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6712793,10.8380129,Mass Merchant
819,8290495394742723630,8617242513514188072,Mass Merchant,RANG MỘC COFFEE1,"19D lý phục man, Phường Bình Thuận, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",rangmoccoffee1,MOMO9MH320181116,106.656942,10.773393,Mass Merchant
820,4093392211453611311,5856374023156633923,Mass Merchant,MILANO COFFEE 12,"12 Số 1 KDC cityland, Phường Tân Phú, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",milanocoffee1,MOMO5KBD20181129,106.6780507,10.7694833,Mass Merchant
822,824805060953052720,7837484280605974232,Mass Merchant,MR LÌ STEAK & PASTA,"252A1 Cô Bắc, Phường Cô Giang, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",quanmrli2,MOMOZNIT20180710,106.6890424,10.7446662,Mass Merchant
824,8267091063317927728,4202101063231516402,Mass Merchant,NHÀ HÀNG RÊU CÁ GARDEN,"06 Thái Văn Lung, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",reucagarden1,MOMOZVLK20181108,105.7880497,20.970333,Mass Merchant
826,2638821849471398448,6608902868820632462,Mass Merchant,"Tầng 1, Rạp chiếu phim Quốc Gia, số  , Ba Đình, TP.Hà nội. ","87 Láng Hạ, Phường Phúc Xá, Quận Ba Đình, Hà Nội, VIỆT NAM",annstorelh,MOMO6LBS20180816,105.8121929,21.012493,Mass Merchant
828,1833760639046547504,4611433168257464479,Mass Merchant,Vietcetera Cafe 1,"290 Nguyễn Thị Minh Khai, Phường 5, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",vietceteracafe1,MOMOE9VP20180830,105.8360777,21.0097948,Mass Merchant
832,4783068067704523568,3882312723560071681,Mass Merchant,TRƯỜNG CHINH,"71 Trường Chinh, Phường Tân Thới Nhất, Quận 12, Thành Phố Hồ Chí Minh, VIỆT NAM",vdl45,MOMOXNYZ20180918,106.72940420000002,10.7386626,Mass Merchant
840,6106253060430341681,4328211162792217596,Mass Merchant,Atelier Coffee Roaster 1,"65A Tôn Thất Thiệp, Phường Điện Biên, Quận Ba Đình, Hà Nội, VIỆT NAM",ateliercoffee1,MOMOWMPQ20181220,106.664049,10.7755114,Mass Merchant
842,7308955566450311986,8782598853165299792,Mass Merchant,HKD ĐẠI MỘC THỦY - THE ALLEY,"412-414-416 Trần Phú, Phường 7, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",THE ALLEY TRẦN PHÚ,"412-414-416 Trần Phú, Phường 7, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",106.707901,10.761767,Mass Merchant
844,7599581686906545458,4594936573700340317,Mass Merchant,Nhậu Chất - Gu Hoa Lan,"4 Hoa Lan, Phường 2, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",nhauchatguhl,MOMOF7AJ20181203,106.7008908,10.7732954,Mass Merchant
845,398194198805457715,4792565610595830185,Restaurant,Khoái 49 Đinh Tiên Hoàng,"49 ĐINH TIÊN HOÀNG, PHƯỜNG DAKAO, QUẬN 1, TPHCM",khoaidth,MOMO5LRD20180416,105.85767,21.01899,western
847,2836438908368408116,816398266352161810,Mass Merchant,SMILE212 268 TÔ HIẾN THÀNH,"268 Tô Hiến Thành, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",tanos123,MOMOBEMB20180703,105.8240469,21.0023069,Mass Merchant
849,6567803275683323444,4512723080527169366,Coffee chains and Milk tea,CỬA HÀNG EFFOC,"92 Đồng Nai, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Effoc Đồng Nai,"92 Đồng Nai, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",,,Cafe
851,5775634317021755701,7754791971526659506,Restaurant,DON CHICKEN SƯ VẠN HẠNH,"395-397 Sư Vạn Hạnh, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",donsvh,MOMOGG0F20180809,105.8277874,20.9799344,chicken
853,8431263805393422133,5390028361030947400,Mass Merchant,Banyan Tea,"117 Trâu Quỳ, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội, VIỆT NAM",banyantea2,"Phù Đổng 2 Phù Đổng, Xã Bát Tràng, Huyện Gia Lâm, Hà Nội, VIỆT NAM",106.6624689,10.7621549,Mass Merchant
855,1965522757843837493,1250527302405237123,Mass Merchant,THẾ GIỚI HÀU 601,"601/2 Cách Mạng Tháng 8, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",THẾ GIỚI HÀU 601 CMT8,"601/2 Cách Mạng Tháng 8, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",,,Mass Merchant
857,2887390537207147317,1068782711402484465,Mass Merchant,Bếp Của Mẹ,"Kiot 4 NO1 Ngõ 84 Chùa Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",bepcuame6,MOMO9YTV20181026,106.69391029999998,10.7946033,Mass Merchant
859,7870989550813941047,829677172260787459,Coffee chains and Milk tea,CÔNG TY CP TMDV TACO VIỆT NAM,"Số 105, ngõ 622 Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM",Tocotoco - 52 Hòa Bình,"52 Hòa Bình, Phường 5, Quận 11, Thành Phố Hồ Chí Minh, VIỆT NAM",106.649563,10.763916900000002,Cafe
909,7980330338534887736,6721103996513569075,Mass Merchant,SARI,"82 Trần Minh Quyền, Phường 11, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",SARI1,MOMOLHII20181024,106.6647812,10.7634611,Mass Merchant
911,9107214669541149753,4649359943000958964,Mass Merchant,FOODHOUSE HỒ ĐẮC DI,"157  Hồ Đắc Di, Phường Phương Liên, Quận Đống Đa, Hà Nội, VIỆT NAM",foodhousehdd,MOMOOVGG20180816,106.676645,10.7659434,Mass Merchant
931,7114548482837413945,8533175187949919023,Mass Merchant,Bilio Coffee,"1/37 Đê La Thành, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội, VIỆT NAM",BILIO COFFEE KIM MÃ,"75/649 Kim Mã, Ba Đình, Hà Nội, Việt Nam",,,Mass Merchant
933,7260637975327411002,6049703269288622557,Coffee chains and Milk tea,Gong Cha Hội An,"40 Công Nữ Ngọc Khối Hoài Phô, Phường Cẩm Phô, Thành phố Hội An, Quảng Nam, VIỆT NAM",4718,MOMOHPDP20181030,106.6556135,10.7794123,Cafe
935,1529371805079198010,5141924046874260527,Mass Merchant,Torano 330 Nguyễn Trãi,"330 Nguyễn Trãi, PHƯỜNG TRUNG VĂN, Quận Nam Từ Liêm, Hà Nội, VIỆT NAM",torano4,MOMOAXFY20180818,105.82621840000002,21.0267276,Mass Merchant
955,2302341927271356986,4356890199670765840,Mass Merchant,OANHBUNMIEN1,"58 Thợ Nhuộm, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",oanhbunmien1,MOMOVR5R20180621,106.6621466,10.7742447,Mass Merchant
957,6547291063756653115,806666444271878232,Fast food,SCT," Sense City - Tầng trệt, số 01   Hòa Bình, Phường Tân An, Quận Ninh Kiều, Cần Thơ, VIỆT NAM",006sctcto,MOMOKAR520180807,105.847855,21.029299,Fast food
963,4304266835052078651,6055478863379991267,Mass Merchant,TERRISA DIRECT 1,"255 Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",terrisadirect1,MOMOEUYQ20181029,106.6668179,10.7633776,Mass Merchant
965,3869951071421869884,5963240530127225011,Restaurant,CÔNG TY TNHH QUỐC TẾ SOMY,"67-69  Đường Cách Mạng Tháng Tám, Phường Bến Thành, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",Nguyễn Tri Phương,"98-126 Nguyễn Tri Phương, Phường 7, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6733813,10.7624208,foodcourt
969,3506583208688897340,6229821033992891289,Mass Merchant,HỘ KINH DOANH LÂM VĂN THẮNG,"419 Nguyễn Văn Luông, Phường 12, Quận 6, Thành Phố Hồ Chí Minh, VIỆT NAM",QUẬN 6,"419 Nguyễn Văn Luông, Phường 12, Quận 6, Thành Phố Hồ Chí Minh, VIỆT NAM",105.8359974,21.0098624,Mass Merchant
971,6683159578094575932,976051178694470726,CVS,MINISTOP Việt Nam,"Tòa nhà Century, 100 Nguyễn Thị Minh Khai, Quận 3, Tp. HCM",S66 - Đinh Tiên Hoàng,"41 - 43 Đinh Tiên Hoàng, Phường Bến Nghé, Quận 1",,,CVS
1067,7768896821901689661,3640336075309879206,Mass Merchant,Chicbae21,"82 Tuệ Tĩnh, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM",chicbae211,MOMOSPWU20181101,105.84682,21.0238902,Mass Merchant
1068,8679358109832507197,9219039036386858136,Mass Merchant,Cafe Hào Nam 1,"32B  Hào Nam, Phường Phương Liên, Quận Đống Đa, Hà Nội, VIỆT NAM",cafehaonam1,MOMOVQ5D20180717,106.6031175,10.7650724,Mass Merchant
1070,5035602593473279039,9056281791437222292,Mass Merchant,Cửa Hàng Eco Fruits,"9 Mạc Đĩnh Chi, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM", Eco Fruits,"09 Mạc Đĩnh Chi, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",106.668845,10.761859,Mass Merchant
1072,6132585021646909504,8522969662182631111,Mass Merchant,4Gs TEXAS - CN3,"16 Cao Thắng, Phường 5, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",4gstexas3,MOMOGTLQ20181210,105.8457922,21.0010837,Mass Merchant
1076,3684865627460824384,1704503596141550737,Mass Merchant,COFFEE PING,"51/12 Thành Thái, Phường 14, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",pingthanhthai1,MOMOXVKY20180925,106.7102482,10.744736,Mass Merchant
1078,7619769669289713473,5143030218749687379,Coffee chains and Milk tea,CÔNG TY TNHH THỰC PHẨM NEW SUN,"1748 Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Thành Phố Hồ Chí Minh, VIỆT NAM",Smoothie - Crescentmall,"Crescent Mall - 101  Tôn Dật Tiên, Phường Tân Phú, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",105.8360777,21.0097948,Cafe
1080,2470205792735577921,2744358882371164740,Mass Merchant,BÚN BÒ HUẾ GIA HỘI81,"81 đường 23, Phường Tân Quy, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",bunbohuegiahoi,MOMOZIIC20181212,106.65518,10.791743,Mass Merchant
1081,5891512199587776066,4046379204793079582,Mass Merchant,ViVa Coffee 45 Hoàng Hoa Thám,"45 Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM",vivacoffee1,MOMO3ZW020180721,105.854789,21.030942,Mass Merchant
1083,4135335377799288131,2815462573834119891,Mass Merchant,CAFE MILANO NAM KỲ KHỞI NGHĨA,"281/1A Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",CAFE MILANO NAM KỲ KHỞI NGHĨA,"281/1A Nam kỳ Khởi Nghĩa, Phường 7, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",105.8142669,21.0162438,Mass Merchant
1085,9208970943430807363,5600346432520005096,Mass Merchant,LITTLE SOMETHING,"Lầu 5 - Cresent mall -101 Tôn Dật Tiên, Phường Tân Phú, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",littlesomethingq7,MOMOMNJE20181129,106.72971470000002,10.7877714,Mass Merchant
1087,2851494391888379716,380117279073809583,Mass Merchant,café Lâm 29,29 Nguyễn Hữu Huân,Café Lâm 29,29 Nguyễn Hữu Huân,106.699373,10.79987,Mass Merchant
1089,417023939004436036,2641482056882556413,Mass Merchant,Đức Trang Bakery,"Số 61 Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",ductrangbakery2,MOMOFHYA20181030,106.6648993,10.7631584,Mass Merchant
1093,1134106962249903428,8712313264775114997,Mass Merchant,SHOWROOM HOA TƯƠI GẤU CON-LOTTE Q11,"968 3/2, Phường 7, Quận 11, Thành Phố Hồ Chí Minh, VIỆT NAM",hoatuoigaucon3,MOMOXQKM20181114,106.703545,10.730366,Mass Merchant
1095,714028373799377477,1597664933691019846,Mass Merchant,HỘ KINH DOANH  AN XANH VEGGIE CAFE AND BREAD,"58/9 Trương Định, Phường Bến Thành, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",anxanhcafe1,MOMOOIDK20180717,,,Mass Merchant
1096,6617482751287210054,4481154742808260529,Restaurant,Siêu thị Genshai - Vista An Phú,"628c Xa Lộ Hà Nội, Phường An Phú, Quận 2, Thành Phố Hồ Chí Minh, VIỆT NAM",vista,MOMOWGFE20181015,105.8091486,21.0199484,foodcourt
1104,4574040863613308486,4492162800627347897,Mass Merchant,R&B Tea Nguyễn Thái Học,"84 Nguyễn Thái Học, Phường Cầu ông Lãnh, Quận 1, Hồ Chí Minh",rbteanth123,MOMOM97120180420,105.84805,21.035468,Mass Merchant
1106,100670421557790535,1273185289080977831,Mass Merchant,BÁNH MỲ ZÒN,"22 Cửa Bắc, Phường Trúc Bạch, Quận Ba Đình, Hà Nội, VIỆT NAM",BÁNH MỲ ZÒN 1,"22 Cửa Bắc, Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",106.6869161,10.7758276,Mass Merchant
1108,3937139360851577671,8112427337611548616,Mass Merchant,Rosso Café,Sạp 66 Chợ Hàng Bè Phường Chương Dương Quận Hoàn Kiếm Hà Nội,Rosso Café,"296 Tây Sơn, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội, VIỆT NAM",105.83288799999998,21.007674,Mass Merchant
1110,625946011894317895,7057476616529675332,Mass Merchant,Tarmi Mart 1,"Số 5 ngõ Phan Chu Trinh, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",tarmimart1,MOMO42D420181118,,,Mass Merchant
1112,1324711243256079431,4291774827388506178,Shopping,CÔNG TY TNHH ROUTINE VIỆT NAM,"68 Nguyễn Huệ, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",Routine Võ Văn Ngân,"240 Võ Văn Ngân, Bình Thọ, Thủ Đức, Hồ Chí Minh, Việt Nam",,,Shopping
1133,2699686806543021384,1915744601679651148,Mass Merchant,PASSSS COFFEE,"26 lý tự trọng, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",PASSSS COFFEE QUẬN 1,"26 Lý Tự Trọng, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",106.683172,10.74512,Mass Merchant
1135,7796704070938761544,8258228260367543240,Mass Merchant,Nhà hàng Khoái Lê Quý Đôn,"3A LÊ QUÝ ĐÔN, PHƯỜNG 6, QUẬN 3",khoailqd,MOMOUZ6720180409,,,Mass Merchant
1137,4069843186865860424,6137354604427447771,Mass Merchant,CÔNG TY CỔ PHẦN THỰC PHẨM SUNDO,"34/6 Trần Khánh Dư, Phường Tân Định, Quận 1, TPHCM",Savoure XVNT,"220 XVNT, P.21 Quận Bình Thạnh, Tp.HCM.",105.847743,21.032596,Mass Merchant
1143,5915606340191407689,3818343296270937722,Mass Merchant,BLUE INFINITY COFFEE,"150 Võ Văn Kiệt, Phường Nguyễn Thái Bình, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",blueinfinitycoffee,MOMOMCRT20181023,106.679678,10.7475989,Mass Merchant
1144,4679944794797932361,8064855749082990246,Mass Merchant,OSAKA,"21 10, Phường Tân Quy, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",osakacoffee1,MOMOMOPG20181115,106.669882,10.736457,Mass Merchant
1145,2984752121711150409,1628374427971005750,Mass Merchant,ĐẶNG CHÂU Ý NHI,"167 Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Thành Phố Hồ Chí Minh, VIỆT NAM",vivastar200nht,"200 Nguyễn Hữu Tiến, Phường Tây Thạnh, Quận Tân Phú, Thành Phố Hồ Chí Minh, VIỆT NAM",105.7892438,21.0348063,Mass Merchant
1149,7435641053063427914,2411789253329774372,CVS,Circle K Hà Nội,"Số 8, Phan Văn Trường, phường Dịch Vọng Hậu, quận Cầu Giấy, Hà Nội",Circle K 01 Tây Hồ,"01 Tây Hồ, Yên Phụ, Quận Tây Hồ, Hà Nội, VIỆT NAM",105.851443,21.035715,CVS
1216,716935564934018890,1754525431207575779,Mass Merchant,DEMI COFFEE,"75 - 77 Đường D1, Phường Tân Hưng, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",DEMI COFFEE,"75 - 77 Đường D1, Phường Tân Hưng, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",106.7284458,10.7377815,Mass Merchant
1218,8622242012958029898,9170855459118938621,Mass Merchant,Royal Tea,"215 Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội, VIỆT NAM",Royal Tea Ngọc Khánh,"14 Ngọc Khánh, Ngọc Khánh, Ba Đình, Hà Nội, Việt Nam",106.678767,10.7684204,Mass Merchant
1224,1947593774170713675,2952213301147192650,Mass Merchant,Bún Bò Huế O-Nga,"104 C10 Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội, VIỆT NAM",bunboonga1,MOMODMEU20181126,105.8451294,21.0010429,Mass Merchant
1226,822043397492434507,5232059766194519190,Mass Merchant,Công ty TNHH Dalat Hasfarm,"Số 450 Nguyên Tử Lực, Phường 8, Thành phố Đà Lạt, Lâm Đồng",Dalat Hasfarm HCM Trương Công Định,"136-138 Trương Công Định, Phường 14, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM",106.7020064,10.7787544,Mass Merchant
1248,1923355030228942924,2357613035895336845,Mass Merchant,STU Coffee & Food,"43 - 45 Nguyễn Chí Thanh, Phường 9, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",STU Coffee & Food,"43 - 45 Nguyễn Chí Thanh, Phường 09, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6923645,,Mass Merchant
1250,7583220493983739980,5102590664107728998,Mass Merchant,LẨU TRƯ KÝ ,"63  Trần Nhân Tông, Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM",63trannhantong2,MOMONKUI20180727,105.7931986,21.0391609,Mass Merchant
